record.csv
借款id,投标人,年利率,有效金额,投标日期,投标时刻,期限
121791,sanyuan2008,1,626,2009-4-8,21:22:45,11
121791,chenagain,15,158,2009-4-8,21:56:57,11
121791,youdianwu,3,88,2009-4-9,8:32:02,11
121791,wywoc,8,161,2009-4-9,9:04:14,11
121791,meilixinqing009,18,50,2009-4-9,12:04:00,11
121791,navy1981,18,310,2009-4-9,12:44:27,11
121791,tonglin,12,400,2009-4-9,15:16:36,11
121791,color,10,200,2009-4-9,17:34:35,11
121791,ttlonger,11,128,2009-4-9,19:08:22,11
121791,fundkl,20,990,2009-4-9,21:41:24,11
121791,blueray,15,100,2009-4-9,23:47:38,11
121791,multitrust,20.5,50,2009-4-10,8:25:37,11
121791,dw2139,20,50,2009-4-10,10:34:58,11
121791,rainboy,1,92,2009-4-10,12:00:59,11
121791,wduy6698,16.5,150,2009-4-10,14:33:38,11
121791,navy1981,20,250,2009-4-10,15:45:34,11
121791,flyboy,20,500,2009-4-10,15:53:23,11
121791,jacobfan,19,300,2009-4-10,16:34:47,11
121791,garmont,5,50,2009-4-10,18:02:35,11
121791,ttlonger,11,100,2009-4-10,18:56:23,11
121791,qingfeng619,21,300,2009-4-10,19:24:05,11
121791,wduy6698,15.5,213,2009-4-10,20:03:55,11
121791,multitrust,20,500,2009-4-10,20:28:31,11
121791,multitrust,20.5,500,2009-4-10,20:29:26,11
121798,chenagain,15,168,2009-4-6,21:39:42,3
121798,senre,10,200,2009-4-6,21:41:09,3
121798,sure96hotmail,1,50,2009-4-7,10:42:45,3
121798,guchenjie,15,50,2009-4-7,10:58:02,3
121798,sk116,2,200,2009-4-7,16:11:00,3
121798,litianbao,10,50,2009-4-8,18:01:47,3
121798,mobay,10,250,2009-4-9,12:53:16,3
121798,flyboy,15,300,2009-4-9,13:09:59,3
121798,liyu2000,15,192,2009-4-9,20:37:13,3
121798,zhzhmm,1,50,2009-4-9,22:46:57,3
121798,wywoc,0.1,100,2009-4-10,13:10:37,3
121798,viennalee,17,100,2009-4-10,23:58:41,3
121798,lorrenceluo,11.5,50,2009-4-11,8:58:08,3
121798,liyu2000,14.9,174,2009-4-11,9:26:22,3
121798,the_cid,16,500,2009-4-11,9:42:46,3
121798,jest_chen,17,950,2009-4-11,19:09:38,3
121798,Gibbs,17.5,200,2009-4-11,22:11:31,3
121798,bigtaurus,15,200,2009-4-12,7:08:16,3
121798,viennalee,16.5,50,2009-4-12,19:22:24,3
121798,viennalee,16,50,2009-4-12,19:24:28,3
121798,sunsjk,17.5,116,2009-4-12,21:34:25,3
121896,drizzle,10,500,2009-4-7,16:13:23,12
121896,greatkai,10,500,2009-4-7,16:45:40,12
121896,zhzhmm,10,500,2009-4-7,17:03:17,12
121896,sk116,10,500,2009-4-7,17:29:29,12
121896,flyboy,10,500,2009-4-7,19:15:31,12
121896,jackgu,10,500,2009-4-7,11:40:53,12
121896,huihuih,10,500,2009-4-7,12:01:44,12
121896,flyboy,10,500,2009-4-7,12:56:19,12
121896,tony,10,500,2009-4-7,14:18:53,12
121911,chenagain,12,502,2009-4-7,15:25:04,6
121911,youdianwu,12,502,2009-4-7,15:47:11,6
121911,sk116,12,500,2009-4-7,15:51:08,6
121911,sk116,12,500,2009-4-7,15:51:44,6
121937,sanyuan2008,1,200,2009-4-10,10:13:48,1
121937,litianbao,5,50,2009-4-10,11:57:41,1
121937,wywoc,0.1,100,2009-4-10,13:13:11,1
121937,sure96hotmail,1,50,2009-4-10,22:59:22,1
121937,lorrenceluo,11,50,2009-4-11,9:16:34,1
121937,kan365,6,200,2009-4-11,21:30:07,1
121937,flyboy,12,50,2009-4-13,9:09:22,1
121937,ahqi2,10,100,2009-4-13,14:47:56,1
121937,chenagain,8,50,2009-4-13,16:22:10,1
121937,bigtaurus,14,200,2009-4-13,16:28:05,1
121937,bigtaurus,14,200,2009-4-13,16:28:07,1
121937,bigtaurus,14,200,2009-4-13,16:28:11,1
121937,wz_cp1011,14,170,2009-4-13,16:29:08,1
121937,flyboy,12,50,2009-4-13,16:35:48,1
121937,lukezbc,14.5,50,2009-4-13,17:12:03,1
121937,lukezbc,14.5,50,2009-4-13,17:12:23,1
121937,lukezbc,14.5,50,2009-4-13,17:16:30,1
121937,lukezbc,14.5,50,2009-4-13,17:16:45,1
121937,rainboy,1,50,2009-4-13,17:42:51,1
121937,ly20050,14.5,200,2009-4-13,18:42:30,1
121937,ly20050,14.5,200,2009-4-13,18:42:43,1
121937,ly20050,14.5,200,2009-4-13,18:43:01,1
121937,ly20050,14.5,180,2009-4-13,18:43:11,1
121937,litianbao,14.4,300,2009-4-13,18:51:01,1
122000,kelega,24,700,2009-4-9,16:37:10,2
122000,chenagain,24,501,2009-4-9,19:41:11,2
122000,wbshh,24,501,2009-4-9,14:50:39,2
122011,senre,10,500,2009-4-8,18:28:31,3
122011,sunsjk,10,500,2009-4-8,20:19:14,3
122011,YuanQi,10,500,2009-4-8,21:02:35,3
122011,guchenjie,10,500,2009-4-8,23:12:24,3
122011,sure96hotmail,10,500,2009-4-8,23:53:57,3
122011,sure96hotmail,10,500,2009-4-8,23:56:38,3
122011,litianbao,10,888,2009-4-9,0:01:28,3
122011,wahayi,10,500,2009-4-9,1:50:47,3
122011,senre,10,500,2009-4-9,6:49:25,3
122011,youdianwu,10,712,2009-4-9,8:29:29,3
122069,cjwangwen,20,200,2009-4-9,15:30:43,12
122069,jackgu,20,500,2009-4-9,15:56:34,12
122069,guchenjie,15,200,2009-4-9,17:07:00,12
122069,pfzl518,20,200,2009-4-9,17:45:00,12
122069,dsy0715,20,50,2009-4-9,18:39:58,12
122069,sanyuan2008,1,200,2009-4-9,19:01:53,12
122069,chenagain,15,269,2009-4-9,19:23:13,12
122069,flyboy,18,200,2009-4-9,20:06:08,12
122069,sunsjk,20,200,2009-4-9,20:08:58,12
122069,lzr168,19,345,2009-4-9,20:23:05,12
122069,liyu2000,15,200,2009-4-9,20:36:31,12
122069,ttb,20,50,2009-4-9,22:26:49,12
122069,YuanQi,8,300,2009-4-9,22:49:20,12
122069,ericchenshuqin,20,122,2009-4-9,23:20:25,12
122069,zhujy,20,91,2009-4-10,0:25:05,12
122069,sanyuan2008,1,200,2009-4-10,10:18:40,12
122069,senre,10,100,2009-4-10,11:14:29,12
122069,hnhysj8259878,20,86,2009-4-10,11:24:08,12
122069,zhangting,20,173,2009-4-10,11:36:24,12
122069,litianbao,3,50,2009-4-10,11:56:25,12
122069,p1z2o3,20,200,2009-4-10,14:26:40,12
122069,fzy1983,20,50,2009-4-10,17:04:34,12
122069,weiblog,20,198,2009-4-10,17:46:44,12
122069,jinzhen558,20,500,2009-4-10,18:05:58,12
122069,superv,20,109,2009-4-10,23:25:34,12
122069,viennalee,19.5,100,2009-4-11,0:03:07,12
122069,zhenyuchl,20,88,2009-4-11,13:50:21,12
122069,xwz841024,20,100,2009-4-11,14:12:24,12
122069,shikousheng,10,93,2009-4-11,16:53:31,12
122069,dianzi,15,300,2009-4-11,18:46:04,12
122069,dsy0715,20,60,2009-4-11,19:29:07,12
122069,Alipay456269,18,100,2009-4-12,9:24:40,12
122069,shouxingzhe,18,174,2009-4-12,9:52:42,12
122069,flyboy,15,50,2009-4-12,11:27:16,12
122069,hldick80,20,312,2009-4-12,12:04:54,12
122069,lcg314,18,400,2009-4-12,17:24:34,12
122069,pyheiko,18,50,2009-4-13,8:25:12,12
122069,flyboy,12,50,2009-4-13,9:07:36,12
122069,flyboy,18,500,2009-4-13,9:13:44,12
122069,tracywang_xm,18,500,2009-4-13,11:42:06,12
122069,csjgs,20,132,2009-4-13,14:01:33,12
122069,teenboy,17,199,2009-4-13,18:20:17,12
122069,shikousheng,12,104,2009-4-13,22:07:28,12
122069,yangyang1989,18,147,2009-4-14,3:18:33,12
122069,emmaxiao1989,19.8,200,2009-4-14,9:25:18,12
122069,jacobfan,17,400,2009-4-14,15:17:14,12
122069,jacobfan,17,400,2009-4-14,15:37:14,12
122069,jacobfan,18,200,2009-4-14,17:14:52,12
122069,tonyhjj,15,300,2009-4-14,23:28:32,12
122069,lorrenceluo,11.5,50,2009-4-15,9:34:21,12
122069,lixiang789,19.5,197,2009-4-15,10:16:49,12
122133,jackgu,24,200,2009-4-10,17:38:17,24
122133,guchenjie,15,50,2009-4-10,19:40:42,24
122133,lorrenceluo,11,200,2009-4-11,9:20:35,24
122133,liyu2000,15,100,2009-4-11,9:21:50,24
122133,jacobfan,20,50,2009-4-13,1:35:12,24
122133,ttb,24,50,2009-4-13,20:01:16,24
122133,Holly_xu,24,200,2009-4-13,23:55:00,24
122133,yw1980df,24,870,2009-4-14,12:35:05,24
122133,wywoc,8,100,2009-4-14,14:36:54,24
122133,sanyuan2008,1,200,2009-4-14,15:21:51,24
122133,sunsjk,20,100,2009-4-14,17:31:09,24
122133,sanyuan2008,1,300,2009-4-15,12:23:21,24
122133,chenagain,15,58,2009-4-15,13:37:53,24
122133,drizzle,24,50,2009-4-15,17:11:01,24
122133,Gibbs,24,139,2009-4-15,20:55:13,24
122133,liyu2000,14,100,2009-4-15,22:44:34,24
122133,blueray,18,50,2009-4-16,0:27:00,24
122133,rainboy,1,50,2009-4-16,0:57:20,24
122133,wduy6698,14,63,2009-4-16,12:07:43,24
122133,navy1981,22,200,2009-4-16,15:43:14,24
122133,viennalee,23.5,50,2009-4-16,20:23:05,24
122133,viennalee,23,50,2009-4-16,20:23:54,24
122133,zhangjun6906,19,600,2009-4-16,21:03:40,24
122133,v_blue,23,120,2009-4-16,22:40:49,24
122133,zhangjun6906,11,400,2009-4-17,7:23:07,24
122133,dianzi,15,50,2009-4-17,7:40:52,24
122133,ly20050,23.9,200,2009-4-17,10:31:58,24
122133,ly20050,23.9,200,2009-4-17,10:32:16,24
122133,ly20050,23.9,200,2009-4-17,10:32:34,24
122142,kan365,8,280,2009-4-10,15:47:30,3
122142,chenagain,15,201,2009-4-10,22:35:26,3
122142,wei840129,14.9,500,2009-4-11,0:14:28,3
122142,litianbao,2.5,50,2009-4-11,1:53:24,3
122142,lorrenceluo,11.5,50,2009-4-11,8:56:18,3
122142,lovingprince,18,150,2009-4-11,22:57:55,3
122142,guchenjie,15,50,2009-4-12,21:05:27,3
122142,wei840129,14.9,500,2009-4-13,2:50:01,3
122142,sanyuan2008,1,50,2009-4-13,7:11:44,3
122142,wywoc,8,116,2009-4-13,9:47:40,3
122142,tttnnnfff,18,751,2009-4-13,11:13:15,3
122142,pfzl518,24,50,2009-4-13,11:13:23,3
122142,pfzl518,18,100,2009-4-13,11:14:23,3
122142,lzr168,19.5,13,2009-4-13,11:16:52,3
122142,dja,16,300,2009-4-13,12:10:12,3
122142,scorpio,17.5,101,2009-4-13,12:46:07,3
122142,yangok1,17,288,2009-4-13,13:00:29,3
122181,litianbao,0,50,2009-4-11,1:48:45,18
122181,lhq777,25,50,2009-4-11,13:38:09,18
122181,zhenyuchl,25,88,2009-4-11,13:57:47,18
122181,v_blue,25,50,2009-4-11,15:58:21,18
122181,lovehecofe,25,940,2009-4-11,17:44:08,18
122181,jackgu,20,600,2009-4-11,17:50:52,18
122181,dianzi,15,80,2009-4-11,18:46:52,18
122181,dsy0715,24,67,2009-4-11,19:29:40,18
122181,flyboy,16,200,2009-4-12,18:17:39,18
122181,Alipay000306259,18,524,2009-4-12,19:02:12,18
122181,billowhan,15,490,2009-4-12,19:36:41,18
122181,p1z2o3,15,141,2009-4-12,20:03:58,18
122181,sunsjk,19,50,2009-4-12,21:31:37,18
122181,senre,10,300,2009-4-12,22:54:03,18
122181,sanyuan2008,1,800,2009-4-13,7:13:22,18
122181,liyu2000,3,88,2009-4-13,11:00:40,18
122181,viennalee,24.5,50,2009-4-13,11:04:05,18
122181,tonglin,15,200,2009-4-13,15:31:54,18
122181,guchenjie,15,50,2009-4-13,18:59:53,18
122181,cmh2002hnbc,24.5,300,2009-4-13,20:30:35,18
122181,tttnnnfff,18,50,2009-4-13,20:36:01,18
122181,yw1980df,24.5,50,2009-4-13,22:20:28,18
122181,lovingprince,15,495,2009-4-13,23:01:45,18
122181,wywoc,8,150,2009-4-14,14:38:37,18
122181,youdianwu,3,100,2009-4-14,16:36:09,18
122181,billchan,14,200,2009-4-14,16:58:39,18
122181,liyu2000,15,50,2009-4-14,20:28:48,18
122181,blueray,18,50,2009-4-14,23:26:22,18
122181,lorrenceluo,11.5,50,2009-4-15,9:29:37,18
122181,lorrenceluo,11.5,117,2009-4-15,9:49:46,18
122225,fjlzh521,15,100,2009-4-14,19:47:36,2
122225,sure96hotmail,1,50,2009-4-16,19:13:20,2
122225,slon2000,20,88,2009-4-16,20:32:32,2
122225,senre,8,300,2009-4-16,22:08:14,2
122225,jacobfan,22,50,2009-4-16,22:34:03,2
122225,v_blue,22,55,2009-4-16,22:49:34,2
122225,zhangjun6906,15,400,2009-4-17,0:11:17,2
122225,lorrenceluo,11,50,2009-4-17,10:07:16,2
122225,ly20050,22.9,200,2009-4-17,15:26:56,2
122225,fundkl,22,115,2009-4-17,16:59:49,2
122225,guchenjie,15,50,2009-4-17,21:57:04,2
122225,bigtaurus,21,295,2009-4-17,22:22:52,2
122225,ziyan22,20,345,2009-4-17,23:05:15,2
122225,ziyan22,20,55,2009-4-17,23:06:19,2
122225,garmont,20,50,2009-4-18,9:32:57,2
122225,Alice80,23.4,600,2009-4-18,9:47:28,2
122225,ly20050,23.4,197,2009-4-18,9:54:58,2
122243,sure96hotmail,25,197,2009-4-18,16:31:24,12
122243,multitrust,25,500,2009-4-13,17:03:51,12
122243,flyboy,25,501,2009-4-13,19:03:49,12
122243,lorrenceluo,25,501,2009-4-13,9:23:50,12
122243,multitrust,25,500,2009-4-14,10:40:26,12
122243,flyboy,25,500,2009-4-14,15:43:52,12
122243,chenagain,25,790,2009-4-14,16:51:53,12
122243,bigtaurus,25,296,2009-4-14,17:37:50,12
122257,huayueru,20,505,2009-4-11,20:14:47,2
122257,xlkft,20,500,2009-4-11,21:13:05,2
122257,chenagain,20,500,2009-4-12,10:29:38,2
122257,zhangxinmei,20,502,2009-4-12,10:31:42,2
122257,flyboy,20,500,2009-4-12,11:07:32,2
122257,sanyuan2008,20,500,2009-4-12,21:10:57,2
122257,loveyufei22,20,529,2009-4-13,15:09:14,2
122257,bigtaurus,20,484,2009-4-13,16:34:34,2
105211,sophiabaobao,12,200,2008-6-12,8:07:46,3
105211,sophiabaobao,12,100,2008-6-13,17:14:43,3
105211,zehuiz,8,700,2008-6-14,2:19:55,3
105651,wjlwc,25,200,2008-6-17,21:33:15,3
105651,sophiabaobao,25,200,2008-6-17,8:12:31,3
105709,pdu14186784,18,200,2015-3-22,19:40:19,12
105709,pdu14514812,18,200,2015-3-22,20:42:13,12
105709,bluefeeling,18,100,2015-3-22,20:57:03,12
105709,751571290ly,18,100,2015-3-22,21:28:07,12
105709,pdu07502541,18,238,2015-3-22,21:33:54,12
105709,pdu83532465,18,50,2015-3-22,21:42:39,12
105709,pdu83532465,18,50,2015-3-22,21:43:16,12
105709,pdu56372708,18,60,2015-3-22,21:53:35,12
105709,39653851,18,50,2015-3-22,21:56:05,12
105709,aa4417285,18,50,2015-3-22,22:04:49,12
105709,pdu71817740,18,500,2015-3-22,22:19:03,12
105709,zengruxi,18,500,2015-3-22,23:13:09,12
105709,parkewen,18,69,2015-3-22,23:54:31,12
105709,wuyuqi1990,18,100,2015-3-23,0:09:30,12
105709,ylx369,18,100,2015-3-23,0:28:06,12
105709,ls.yin,18,100,2015-3-23,1:10:22,12
105709,ls.yin,18,100,2015-3-23,1:10:32,12
105709,yaeli,18,77,2015-3-23,1:12:49,12
105709,shanshuiqin,18,200,2015-3-23,6:30:14,12
105709,Tracicy,18,100,2015-3-23,6:37:26,12
105709,pdu83334332,18,100,2015-3-23,6:53:29,12
105709,yblppd,18,200,2015-3-23,6:58:49,12
105709,skybene,18,100,2015-3-23,7:21:57,12
105709,skybene,18,102,2015-3-23,7:23:29,12
105709,yale135,18,300,2015-3-23,7:25:22,12
105709,pdu88283638,18,700,2015-3-23,7:31:35,12
105709,weifly,18,50,2015-3-23,7:35:57,12
105709,otha,18,50,2015-3-23,7:40:48,12
105709,liujiwei0315,18,518,2015-3-23,8:07:05,12
105709,tanzhijian,18,225,2015-3-23,8:12:22,12
105709,yyxibao2007,18,50,2015-3-23,8:24:22,12
105709,hwhmeimei,18,50,2015-3-23,8:26:13,12
105709,guyulan3l001,18,60,2015-3-23,8:40:42,12
105709,sazhihong,18,100,2015-3-23,8:47:07,12
105709,long2009,18,500,2015-3-23,8:49:35,12
105709,long2009,18,200,2015-3-23,8:49:46,12
105709,pdu53644731,18,91,2015-3-23,8:53:07,12
105709,panweipeng88,18,225,2015-3-23,8:54:39,12
105709,songlf,18,107,2015-3-23,9:00:11,12
105709,pdu77246205,18,500,2015-3-23,9:03:50,12
105709,pdu00067078,18,50,2015-3-23,9:05:11,12
105709,luke_xiaohua_xu,18,344,2015-3-23,9:07:28,12
105709,web025,18,200,2015-3-23,9:09:21,12
105709,shui_guai,18,100,2015-3-23,9:12:10,12
105709,ymty1989,18,100,2015-3-23,9:13:14,12
105709,shanzhongj,18,60,2015-3-23,9:13:33,12
105709,kkk563429,18,100,2015-3-23,9:14:20,12
105709,huafujunyuan,18,200,2015-3-23,9:15:43,12
105709,chenyu_wei,18,113,2015-3-23,9:17:09,12
105709,yyluxury,18,113,2015-3-23,9:19:56,12
105709,xiucai108,18,120,2015-3-23,9:25:20,12
105709,WaylonQ,18,100,2015-3-23,9:29:34,12
105709,pdu24276172,18,100,2015-3-23,9:30:51,12
105709,LiuDa123,18,50,2015-3-23,9:30:52,12
105709,shunanwang,18,77,2015-3-23,9:32:07,12
105709,dzh1985,18,73,2015-3-23,9:33:40,12
105709,pdu48507151,18,100,2015-3-23,9:35:19,12
105709,pdu04305416,18,100,2015-3-23,9:41:15,12
105709,xiao445649902,18,60,2015-3-23,9:44:39,12
105709,pdu81626682,18,154,2015-3-23,9:46:57,12
105709,yuntianxiang,18,500,2015-3-23,9:50:39,12
105709,derhua,18,97,2015-3-23,9:51:36,12
105709,cll1023,18,50,2015-3-23,9:53:18,12
105709,z13601972996a,18,200,2015-3-23,9:53:30,12
105709,pdu00661701,18,133,2015-3-23,9:54:30,12
105709,pdu71125777,18,50,2015-3-23,9:57:55,12
105709,ywxyb,18,50,2015-3-23,10:03:16,12
105709,zqcj,18,50,2015-3-23,10:04:27,12
105709,yhx65,18,100,2015-3-23,10:05:44,12
105709,sarapaka,18,100,2015-3-23,10:06:18,12
105709,myooomy,18,100,2015-3-23,10:10:57,12
105709,namu,18,100,2015-3-23,10:13:13,12
105709,kuangpaipaiI,18,100,2015-3-23,10:13:15,12
105709,pdu36512146,18,300,2015-3-23,10:14:57,12
105709,pdu68248558,18,432,2015-3-23,10:15:12,12
105784,longhy,5,50,2008-6-16,13:31:39,3
105784,longhy,5,50,2008-6-16,14:14:31,3
105784,longhy,5,50,2008-6-16,13:38:39,3
105784,longhy,5,50,2008-6-16,14:05:45,3
106038,drizzle,15,50,2008-6-18,14:25:12,3
106038,stylus75,15,500,2008-6-20,22:39:51,3
106038,jackgu,15,100,2008-6-21,13:50:16,3
106038,sphin,15,50,2008-6-21,17:13:03,3
106038,yangok1,15,100,2008-6-23,0:47:53,3
106038,stylus75,15,800,2008-6-24,9:52:00,3
106038,xylia,15,800,2008-6-24,12:01:37,3
106038,ls_71,15,50,2008-6-24,16:14:24,3
106038,xianxian,15,250,2008-6-25,10:18:24,3
106511,yangok1,24,100,2008-6-27,22:23:21,1
106511,wjlwc,24,300,2008-6-28,22:28:42,1
106511,zehuiz,24,300,2008-6-28,1:47:55,1
106511,xylia,24,700,2008-6-29,13:18:11,1
107013,pengwu96,15,50,2008-7-4,14:27:59,3
107013,sophiabaobao,15,50,2008-7-4,14:11:41,3
107013,yangok1,15,450,2008-7-8,14:34:02,3
107013,sophiabaobao,15,500,2008-7-9,15:57:49,3
107013,pengwu96,15,523,2008-7-10,7:24:37,3
107013,ljw0591,15,100,2008-7-10,14:09:51,3
107013,xianxian,15,100,2008-7-10,15:59:22,3
107013,pengwu96,15,200,2008-7-10,21:08:38,3
107013,lazycat,15,77,2008-7-10,21:25:11,3
107016,pengwu96,20,50,2008-7-5,18:08:37,8
107016,pengwu96,20,101,2008-7-5,22:20:46,8
107016,pengwu96,20,100,2008-7-6,10:04:24,8
107016,pengwu96,20,50,2008-7-7,13:05:29,8
107016,pengwu96,20,100,2008-7-7,20:06:59,8
107016,sophiabaobao,20,100,2008-7-7,14:02:24,8
107016,pengwu96,20,50,2008-7-8,14:46:46,8
107016,evio,20,500,2008-7-9,9:20:21,8
107016,sophiabaobao,20,500,2008-7-9,15:58:09,8
107016,pengwu96,20,50,2008-7-9,16:32:02,8
107016,drizzle,20,50,2008-7-9,17:02:10,8
107016,pengwu96,20,50,2008-7-9,20:46:06,8
107016,pengwu96,20,198,2008-7-10,7:20:07,8
107016,pnjiangmin,19,200,2008-7-10,11:00:28,8
107034,pengwu96,27,50,2008-7-19,7:59:57,3
107034,wjlwc,27,265,2008-7-19,17:24:48,3
107034,moondodo,27,100,2008-7-19,17:32:00,3
107034,gky1977,27,200,2008-7-19,18:03:12,3
107034,shellysong,27,300,2008-7-19,23:08:57,3
107034,general_pxj,27,100,2008-7-20,10:52:07,3
107034,wjlwc,27,50,2008-7-21,12:24:15,3
107034,cathy627,27,100,2008-7-22,13:43:30,3
107034,jackyhang,27,100,2008-7-22,16:02:26,3
107034,gky1977,27,300,2008-7-22,16:42:53,3
107034,applewjp,20,50,2008-7-22,16:53:35,3
107034,fateland,27,50,2008-7-22,19:31:54,3
107034,general_pxj,27,100,2008-7-22,23:10:20,3
107034,gjf66,27,335,2008-7-23,0:01:34,3
107224,pengwu96,27,50,2008-7-12,14:59:51,9
107224,xie821192,27,500,2008-7-15,11:24:26,9
107224,fateland,20,90,2008-7-16,21:36:51,9
107224,airalerm,27,90,2008-7-16,23:13:49,9
107224,cinderella,27,200,2008-7-17,18:34:54,9
107224,yp1969,27,50,2008-7-17,20:12:31,9
107224,yp1969,27,800,2008-7-17,20:18:21,9
107224,fateland,21,100,2008-7-17,20:26:10,9
107224,jiweixing,27,100,2008-7-17,21:11:43,9
107224,jiweixing,27,800,2008-7-17,21:13:38,9
107224,yp1969,27,800,2008-7-17,11:50:46,9
107224,cinderella,27,100,2008-7-18,14:55:18,9
107224,yym6326687,25,200,2008-7-18,16:54:21,9
107224,general_pxj,27,100,2008-7-18,23:07:23,9
107224,wzwwzw1975,27,100,2008-7-19,11:11:18,9
107224,jiweixing,27,200,2008-7-20,12:22:48,9
107224,jiweixing,27,200,2008-7-20,12:23:03,9
107224,cgq2928,26,200,2008-7-20,21:09:43,9
107224,cgq2928,27,200,2008-7-20,22:37:57,9
107224,cgq2928,27,200,2008-7-20,8:28:20,9
107224,sockpan,27,100,2008-7-21,17:14:05,9
107224,nedvedstef,20,100,2008-7-21,18:44:28,9
107224,moming8156,27,100,2008-7-21,23:17:16,9
107224,jackyhang,27,100,2008-7-21,9:45:05,9
107224,jiweixing,27,200,2008-7-22,11:38:23,9
107224,cathy627,27,100,2008-7-22,13:41:23,9
107224,adf123,27,100,2008-7-22,15:14:01,9
107224,plankton13,27,347,2008-7-22,16:52:25,9
107224,gky1977,27,300,2008-7-22,18:58:23,9
107224,gjf66,27,500,2008-7-22,23:49:46,9
107224,adf123,27,100,2008-7-23,7:58:55,9
107224,jackgu,27,500,2008-7-23,11:08:09,9
107224,jeffjayce,27,100,2008-7-23,11:52:16,9
107224,jiweixing,27,400,2008-7-23,12:19:18,9
107224,meiseyaoyao,27,400,2008-7-23,21:06:59,9
107224,teresa229,27,400,2008-7-23,14:10:37,9
107224,jiweixing,27,400,2008-7-23,20:55:18,9
107224,airalerm,27,400,2008-7-23,22:44:34,9
107224,moming8156,27,100,2008-7-25,1:24:02,9
107224,fyy1988,27,200,2008-7-25,9:33:35,9
107224,ttyya,27,100,2008-7-25,10:12:37,9
107224,longhy,27,100,2008-7-25,15:11:15,9
107224,cathy627,27,100,2008-7-25,15:44:05,9
107224,teresa229,27,100,2008-7-25,15:47:06,9
107224,maomao123,27,100,2008-7-25,16:04:14,9
107362,pengwu96,24,50,2008-7-12,15:20:42,3
107362,jackyhang,25,50,2008-7-12,22:21:55,3
107362,fionaning,25,300,2008-7-16,10:23:40,3
107362,fendy,25,180,2008-7-16,10:47:24,3
107362,wjlwc,25,135,2008-7-16,12:22:15,3
107362,fateland,18,100,2008-7-16,12:48:58,3
107362,sophiabaobao,25,635,2008-7-16,13:21:55,3
107362,fateland,17,100,2008-7-16,13:22:48,3
107906,jackgu,12,200,2008-7-16,16:05:25,6
107906,thinfox,12,200,2008-7-16,21:18:20,6
107906,jackgu,12,200,2008-7-16,9:06:11,6
107906,yee,12,200,2008-7-16,14:09:59,6
107906,fateland,12,200,2008-7-17,21:17:16,6
107906,fateland,11,100,2008-7-17,21:20:26,6
107906,pengwu96,11,50,2008-7-18,21:56:04,6
107906,wzwwzw1975,12,300,2008-7-19,12:09:12,6
107906,huoeryany,12,280,2008-7-19,18:10:47,6
107906,YQCHENG,12,280,2008-7-19,22:00:20,6
107906,huanyingrufeng,12,200,2008-7-21,15:26:49,6
107906,moming8156,12,100,2008-7-21,23:18:54,6
107906,jackgu,12,100,2008-7-21,14:53:29,6
107906,shu,12,554,2008-7-22,15:27:33,6
107906,pengwu96,12,554,2008-7-22,20:04:16,6
107906,ljw0591,12,242,2008-7-23,16:56:01,6
107906,lyy2046,11,50,2008-7-24,21:49:43,6
107906,jackgu,12,50,2008-7-24,10:15:40,6
107906,yee,12,50,2008-7-24,16:45:13,6
107906,greatkai,12,670,2008-7-25,21:23:10,6
107906,liyu2000,12,500,2008-7-26,9:03:00,6
107906,liyu2000,12,300,2008-7-26,9:29:50,6
107906,jackgu,12,300,2008-7-26,13:20:02,6
107906,wzwwzw1975,12,200,2008-7-27,7:38:51,6
107906,liyu2000,12,200,2008-7-27,9:37:13,6
107906,huoeryany,12,720,2008-7-28,0:12:27,6
107906,dormouse,12,300,2008-7-28,9:15:21,6
107906,xliangzh,12,100,2008-7-28,18:06:12,6
107906,dywxf666,12,100,2008-7-28,20:08:46,6
107906,fateland,12,50,2008-7-28,21:01:04,6
107906,fateland,12,100,2008-7-28,21:01:38,6
107906,pengwu96,12,100,2008-7-28,21:12:26,6
107906,liyu2000,12,500,2008-7-28,22:32:52,6
107906,sodao,12,300,2008-7-28,23:59:33,6
107906,sophiabaobao,12,972,2008-7-29,10:06:00,6
107906,jk886622,12,50,2008-7-29,10:53:01,6
107906,pengwu96,12,50,2008-7-29,12:39:32,6
107906,drizzle,12,159,2008-7-29,12:40:58,6
107906,jackgu,12,159,2008-7-29,14:07:37,6
107906,shouxingzhe,12,225,2008-7-29,14:18:38,6
107906,shu,12,204,2008-7-29,14:26:42,6
107906,fateland,12,100,2008-7-29,17:14:51,6
107906,thinfox,12,514,2008-7-29,17:26:15,6
107906,cinderella,12,200,2008-7-29,18:08:04,6
107906,sodao,12,200,2008-7-29,19:04:53,6
107906,jackgu,11,490,2008-7-30,11:01:26,6
107954,xinmaoling,25,50,2008-7-19,0:01:36,5
107954,sophiabaobao,25,365,2008-7-19,9:48:56,5
107954,jfjf888888,15,50,2008-7-19,11:14:48,5
107954,general_pxj,25,100,2008-7-19,12:19:15,5
107954,xie821192,25,100,2008-7-19,12:34:28,5
107954,adf123,25,100,2008-7-19,13:31:03,5
107954,wumaocai,25,50,2008-7-19,15:52:01,5
107954,wjlwc,25,385,2008-7-19,17:22:22,5
107954,lyy2046,20,50,2008-7-21,11:34:38,5
108406,gky1977,20,200,2008-7-22,17:17:54,3
108406,lisa,20,200,2008-7-23,12:13:55,3
